fact,explanation,gen_time
"[2, 1, 4, 0, 30, 6, 3, 0, 9, 2, 30, 2, 6, 0, 8, 0, 30, 1, 8, 0, 9, 2, 30, 7, 2, 0, 9, 1, 30, 5, 1, 0, 6, 0, 22, 0, 0, 139]","[0, 0, 6, 5, 17, 3, 0, 0, 7, 1, 12, 5, 0, 0, 4, 0, 17, 1, 4, 0, 12, 0, 17, 3, 0, 0, 9, 0, 11, 0, 1, 6, 1, 0, 0, 0, 0, 176]",0.0005176067352294922
"[2, 2, 28, 1, 30, 6, 1, 0, 7, 0, 30, 0, 0, 0, 0, 0, 30, 0, 7, 0, 7, 2, 30, 6, 1, 0, 7, 0, 30, 0, 6, 0, 6, 1, -3, 0, 1, 859]","[0, 1, 6, 11, 7, 4, 3, 0, 3, 0, 6, 0, 0, 0, 1, 0, 7, 7, 3, 0, 22, 1, 4, 4, 11, 0, 5, 3, 1, 1, 11, 0, 4, 0, 2, 0, 0, 120]",0.0
"[2, 4, 28, 1, 30, 6, 1, 0, 7, 0, 30, 0, 0, 0, 0, 0, 30, 0, 7, 0, 7, 1, 30, 6, 1, 0, 7, 0, 30, 0, 6, 0, 6, 1, -3, 0, 1, 859]","[1, 0, 9, 9, 3, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 7, 0, 0, 21, 0, 0, 0, 17, 0, 2, 6, 0, 0, 6, 4, 1, 0, 2, 0, 0, 222]",0.0005257129669189453
"[2, 0, 9, 0, 30, 1, 3, 0, 4, 5, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 0, 30, 2, 2, 0, 4, 0, 30, 2, 0, 0, 2, 0, 22, 0, 0, 279]","[0, 1, 5, 6, 19, 6, 1, 0, 10, 1, 16, 6, 0, 0, 7, 0, 19, 2, 7, 0, 16, 0, 19, 5, 0, 0, 11, 0, 14, 1, 4, 4, 4, 0, 0, 0, 0, 120]",0.0
"[2, 0, 25, 4, 30, 11, 0, 0, 11, 11, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 6, 30, 6, 5, 0, 11, 0, 30, 3, 2, 0, 5, 1, -3, 0, 1, 779]","[0, 1, 8, 10, 9, 4, 3, 0, 3, 1, 7, 0, 0, 0, 1, 0, 8, 7, 3, 0, 23, 2, 5, 4, 11, 0, 6, 3, 2, 1, 11, 0, 4, 0, 2, 0, 0, 171]",0.0005311965942382812
"[2, 0, 37, 1, 30, 2, 3, 0, 5, 5, 30, 2, 0, 0, 2, 0, 30, 0, 5, 0, 5, 0, 30, 0, 5, 0, 5, 10, 30, 3, 0, 0, 3, 1, -3, 0, 1, 1119]","[1, 0, 4, 8, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 19, 0, 0, 0, 19, 0, 0, 7, 0, 0, 6, 3, 1, 0, 3, 0, 0, 77]",0.0005180835723876953
"[2, 3, 11, 0, 30, 2, 0, 0, 2, 0, 30, 0, 0, 0, 0, 0, 30, 1, 1, 0, 2, 4, 30, 2, 0, 0, 2, 0, 30, 0, 1, 0, 1, 1, -3, 0, 1, 339]","[0, 2, 4, 6, 19, 7, 1, 0, 11, 1, 16, 6, 0, 0, 7, 0, 19, 2, 8, 0, 17, 0, 19, 5, 0, 0, 11, 0, 14, 2, 5, 3, 5, 0, 0, 0, 0, 83]",0.0
"[2, 3, 30, 5, 30, 8, 1, 0, 9, 5, 30, 2, 4, 0, 6, 0, 30, 1, 8, 0, 9, 2, 30, 7, 2, 0, 9, 1, 30, 3, 2, 0, 5, 1, -3, 0, 1, 919]","[1, 0, 9, 9, 3, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 7, 0, 0, 22, 1, 0, 0, 18, 0, 2, 7, 0, 0, 7, 3, 1, 0, 3, 0, 0, 225]",0.0005283355712890625
"[2, 2, 14, 0, 30, 4, 4, 0, 8, 5, 30, 2, 0, 0, 2, 1, 30, 2, 6, 0, 8, 7, 30, 8, 0, 0, 8, 0, 30, 4, 0, 0, 4, 1, -3, 0, 1, 439]","[0, 0, 10, 9, 8, 0, 0, 0, 2, 1, 4, 0, 0, 0, 0, 0, 4, 5, 1, 0, 21, 0, 3, 0, 11, 0, 4, 3, 0, 0, 3, 6, 1, 0, 0, 0, 1, 238]",0.0
"[2, 3, 8, 2, 30, 5, 4, 0, 9, 0, 30, 4, 2, 0, 6, 0, 30, 2, 7, 0, 9, 4, 30, 9, 0, 0, 9, 0, 30, 3, 3, 0, 6, 0, 22, 0, 0, 259]","[0, 1, 8, 6, 17, 4, 0, 0, 8, 1, 13, 4, 0, 0, 5, 0, 17, 2, 6, 0, 16, 0, 17, 4, 0, 0, 9, 0, 11, 0, 3, 5, 2, 0, 0, 0, 0, 170]",0.0005261898040771484
